Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  156241/227381      void std::_Destroy_aux<false>::__destroy<Pattern*>(Pattern*, Pattern*) [72]
[244]    0.0    0.00    0.00  227381         Pattern* std::__addressof<Pattern>(Pattern&) [244]
-----------------------------------------------
                0.00    0.00   93091/227137      std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_clear() [154]
                0.00    0.00  134046/227137      std::_List_node<Pattern>* std::__cxx11::list<Pattern, std::allocator<Pattern> >::_M_create_node<Pattern const&>(Pattern const&) [56]
[245]    0.0    0.00    0.00  227137         std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_get_Node_allocator() [245]
-----------------------------------------------
                0.00    0.00  224632/224632      std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [52]
[246]    0.0    0.00    0.00  224632         std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [246]
-----------------------------------------------
                0.00    0.00      40/197507      Game::playTerminal() [43]
                0.00    0.00  197467/197507      void std::__cxx11::list<Pattern, std::allocator<Pattern> >::_M_initialize_dispatch<std::_List_const_iterator<Pattern> >(std::_List_const_iterator<Pattern>, std::_List_const_iterator<Pattern>, std::__false_type) [34]
[247]    0.0    0.00    0.00  197507         std::_List_const_iterator<Pattern>::operator++() [247]
-----------------------------------------------
                0.00    0.00  188760/188760      void std::reverse<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [19]
[248]    0.0    0.00    0.00  188760         std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [248]
-----------------------------------------------
                0.00    0.00       1/168596      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::~_Rb_tree() [119]
                0.00    0.00     369/168596      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
                0.00    0.00   74730/168596      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.00   93496/168596      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::lower_bound(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [13]
[249]    0.0    0.00    0.00  168596         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_begin() [249]
-----------------------------------------------
                0.00    0.00     369/161471      Game::initPatternsMap() [106]
                0.00    0.00  161102/161471      Game::findPatterns(unsigned long long*, int const&, int const&) [6]
[250]    0.0    0.00    0.00  161471         Pattern::setPattern(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [250]
-----------------------------------------------
                0.00    0.00  140605/140605      bool __gnu_cxx::operator!=<Pattern*, std::vector<Pattern, std::allocator<Pattern> > >(__gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > > const&, __gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > > const&) [140]
[251]    0.0    0.00    0.00  140605         __gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > >::base() const [251]
-----------------------------------------------
                0.00    0.00      46/137937      std::vector<Pattern, std::allocator<Pattern> >::_M_move_assign(std::vector<Pattern, std::allocator<Pattern> >&&, std::integral_constant<bool, true>) [122]
                0.00    0.00   12353/137937      std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_base(std::_Vector_base<Pattern, std::allocator<Pattern> >&&) [94]
                0.00    0.00   23098/137937      std::vector<Pattern, std::allocator<Pattern> >::~vector() [101]
                0.00    0.00  102440/137937      void std::vector<Pattern, std::allocator<Pattern> >::_M_emplace_back_aux<Pattern const&>(Pattern const&) [24]
[252]    0.0    0.00    0.00  137937         std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_get_Tp_allocator() [252]
-----------------------------------------------
                0.00    0.00     369/136416      std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&, void>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Pattern&) [398]
                0.00    0.00   61493/136416      _ZN9__gnu_cxx13new_allocatorI7PatternE9constructIS1_IRKS1_EEEvPT_DpOT0_ [100]
                0.00    0.00   74554/136416      std::_List_node<Pattern>::_List_node<Pattern const&>(Pattern const&) [186]
[253]    0.0    0.00    0.00  136416         Pattern::Pattern(Pattern const&) [253]
-----------------------------------------------
                0.00    0.00  128868/128868      std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_put_node(std::_List_node<Pattern>*) [266]
[254]    0.0    0.00    0.00  128868         __gnu_cxx::new_allocator<std::_List_node<Pattern> >::deallocate(std::_List_node<Pattern>*, unsigned long) [254]
-----------------------------------------------
                0.00    0.00     165/127429      void std::__insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [206]
                0.00    0.00     165/127429      void std::__insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [205]
                0.00    0.00     436/127429      void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [197]
                0.00    0.00     436/127429      void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [196]
                0.00    0.00     612/127429      MinMax::algo(unsigned long long*, Player, Player, bool) [105]
                0.00    0.00     851/127429      __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [202]
                0.00    0.00    1011/127429      __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [198]
                0.00    0.00   11160/127429      void std::__insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [98]
                0.00    0.00   40629/127429      void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [109]
                0.00    0.00   71964/127429      __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [64]
[255]    0.0    0.00    0.00  127429         __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::operator++() [255]
-----------------------------------------------
                0.00    0.00   42508/123330      __gnu_cxx::new_allocator<Pattern>::allocate(unsigned long, void const*) [283]
                0.00    0.00   80822/123330      std::allocator_traits<std::allocator<Pattern> >::max_size(std::allocator<Pattern> const&) [272]
[256]    0.0    0.00    0.00  123330         __gnu_cxx::new_allocator<Pattern>::max_size() const [256]
-----------------------------------------------
                0.00    0.00      44/117556      Game::playTerminal() [43]
                0.00    0.00  117512/117556      void std::__cxx11::list<Pattern, std::allocator<Pattern> >::_M_initialize_dispatch<std::_List_const_iterator<Pattern> >(std::_List_const_iterator<Pattern>, std::_List_const_iterator<Pattern>, std::__false_type) [34]
[257]    0.0    0.00    0.00  117556         std::_List_const_iterator<Pattern>::operator!=(std::_List_const_iterator<Pattern> const&) const [257]
-----------------------------------------------
                0.00    0.00  116516/116516      bool std::operator!=<Pattern*>(std::move_iterator<Pattern*> const&, std::move_iterator<Pattern*> const&) [130]
[258]    0.0    0.00    0.00  116516         bool std::operator==<Pattern*>(std::move_iterator<Pattern*> const&, std::move_iterator<Pattern*> const&) [258]
                0.00    0.00  273766/273766      std::move_iterator<Pattern*>::base() const [239]
-----------------------------------------------
                0.00    0.00  111282/111282      void std::swap<Pattern*>(Pattern*&, Pattern*&) [149]
[259]    0.0    0.00    0.00  111282         std::remove_reference<Pattern*&>::type&& std::move<Pattern*&>(Pattern*&) [259]
-----------------------------------------------
                0.00    0.00  109397/109397      std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_clear() [154]
[260]    0.0    0.00    0.00  109397         void __gnu_cxx::new_allocator<std::_List_node<Pattern> >::destroy<std::_List_node<Pattern> >(std::_List_node<Pattern>*) [260]
                0.00    0.00   84315/84315       std::_List_node<Pattern>::~_List_node() [267]
-----------------------------------------------
                0.00    0.00     372/102168      Game::playTerminal() [43]
                0.00    0.00  101796/102168      Game::findPatterns(unsigned long long*, int const&, int const&) [6]
[261]    0.0    0.00    0.00  102168         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::operator!=(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > const&) const [261]
-----------------------------------------------
                0.00    0.00     639/96672       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [198]
                0.00    0.00     723/96672       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [369]
                0.00    0.00    1049/96672       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [202]
                0.00    0.00    1724/96672       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [373]
                0.00    0.00   46232/96672       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [182]
                0.00    0.00   46305/96672       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [64]
[262]    0.0    0.00    0.00   96672         __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::operator--() [262]
-----------------------------------------------
                0.00    0.00   93598/93598       Pattern* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Pattern*>, Pattern*>(std::move_iterator<Pattern*>, std::move_iterator<Pattern*>, Pattern*) [63]
[263]    0.0    0.00    0.00   93598         std::move_iterator<Pattern*>::operator++() [263]
-----------------------------------------------
                0.00    0.00   93114/93114       Pattern* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Pattern*>, Pattern*>(std::move_iterator<Pattern*>, std::move_iterator<Pattern*>, Pattern*) [63]
[264]    0.0    0.00    0.00   93114         std::move_iterator<Pattern*>::operator*() const [264]
-----------------------------------------------
                0.00    0.00      81/86342       std::__cxx11::list<Pattern, std::allocator<Pattern> >::begin() [454]
                0.00    0.00   86261/86342       std::__cxx11::list<Pattern, std::allocator<Pattern> >::end() [171]
[265]    0.0    0.00    0.00   86342         std::_List_iterator<Pattern>::_List_iterator(std::__detail::_List_node_base*) [265]
-----------------------------------------------
                0.00    0.00   84832/84832       std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_clear() [154]
[266]    0.0    0.00    0.00   84832         std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_put_node(std::_List_node<Pattern>*) [266]
                0.00    0.00  128868/128868      __gnu_cxx::new_allocator<std::_List_node<Pattern> >::deallocate(std::_List_node<Pattern>*, unsigned long) [254]
-----------------------------------------------
                0.00    0.00   84315/84315       void __gnu_cxx::new_allocator<std::_List_node<Pattern> >::destroy<std::_List_node<Pattern> >(std::_List_node<Pattern>*) [260]
[267]    0.0    0.00    0.00   84315         std::_List_node<Pattern>::~_List_node() [267]
                0.00    0.00   80293/587189      Pattern::~Pattern() [236]
-----------------------------------------------
                0.00    0.00   81809/81809       Game::findPatterns(unsigned long long*, int const&, int const&) [6]
[268]    0.0    0.00    0.00   81809         Pattern::setX(int) [268]
-----------------------------------------------
                0.00    0.00   81312/81312       std::vector<Pattern, std::allocator<Pattern> >::_M_check_len(unsigned long, char const*) const [177]
[269]    0.0    0.00    0.00   81312         std::vector<Pattern, std::allocator<Pattern> >::max_size() const [269]
                0.00    0.00   80722/80722       std::allocator_traits<std::allocator<Pattern> >::max_size(std::allocator<Pattern> const&) [272]
                0.00    0.00   79854/79877       std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_get_Tp_allocator() const [273]
-----------------------------------------------
                0.00    0.00   80978/80978       void std::__cxx11::list<Pattern, std::allocator<Pattern> >::_M_insert<Pattern const&>(std::_List_iterator<Pattern>, Pattern const&) [55]
[270]    0.0    0.00    0.00   80978         std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_inc_size(unsigned long) [270]
-----------------------------------------------
                0.00    0.00    7129/80799       void std::vector<coords, std::allocator<coords> >::_M_emplace_back_aux<coords const&>(coords const&) [81]
                0.00    0.00   34493/80799       _ZN9__gnu_cxx13new_allocatorI6coordsE9constructIS1_IRKS1_EEEvPT_DpOT0_ [185]
                0.00    0.00   39177/80799       _ZNSt16allocator_traitsISaI6coordsEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [104]
[271]    0.0    0.00    0.00   80799         coords const& std::forward<coords const&>(std::remove_reference<coords const&>::type&) [271]
-----------------------------------------------
                0.00    0.00   80722/80722       std::vector<Pattern, std::allocator<Pattern> >::max_size() const [269]
[272]    0.0    0.00    0.00   80722         std::allocator_traits<std::allocator<Pattern> >::max_size(std::allocator<Pattern> const&) [272]
                0.00    0.00   80822/123330      __gnu_cxx::new_allocator<Pattern>::max_size() const [256]
-----------------------------------------------
                0.00    0.00      23/79877       std::_Vector_base<Pattern, std::allocator<Pattern> >::get_allocator() const [505]
                0.00    0.00   79854/79877       std::vector<Pattern, std::allocator<Pattern> >::max_size() const [269]
[273]    0.0    0.00    0.00   79877         std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_get_Tp_allocator() const [273]
-----------------------------------------------
                0.00    0.00     388/79818       Game::playTerminal() [43]
                0.00    0.00   79430/79818       Game::findPatterns(unsigned long long*, int const&, int const&) [6]
[274]    0.0    0.00    0.00   79818         Pattern::getAverageScore() const [274]
-----------------------------------------------
                0.00    0.00     369/73244       std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern, void>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Pattern>&&) [203]
                0.00    0.00   72875/73244       void std::_Construct<Pattern, Pattern>(Pattern*, Pattern&&) [102]
[275]    0.0    0.00    0.00   73244         Pattern&& std::forward<Pattern>(std::remove_reference<Pattern>::type&) [275]
-----------------------------------------------
                0.00    0.00     376/71130       bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [383]
                0.00    0.00   70754/71130       Game::getPatternScore(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int const&) [112]
[276]    0.0    0.00    0.00   71130         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [276]
-----------------------------------------------
                0.00    0.00     324/66578       Game::playTerminal() [43]
                0.00    0.00   66254/66578       Game::getScore(unsigned long long*, int const&, int const&) [4]
[277]    0.0    0.00    0.00   66578         __gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > >::operator->() const [277]
-----------------------------------------------
                0.00    0.00   65022/65022       Game::findPatterns(unsigned long long*, int const&, int const&) [6]
[278]    0.0    0.00    0.00   65022         Pattern::setDirection(int) [278]
-----------------------------------------------
