Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     447/56099       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#2}>) [202]
                0.00    0.00     623/56099       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::algo(unsigned long long*, Player, Player, bool)::{lambda(coords const&, coords const&)#1}>) [198]
                0.00    0.00   55029/56099       __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [64]
[279]    0.0    0.00    0.00   56099         bool __gnu_cxx::operator< <coords*, std::vector<coords, std::allocator<coords> > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > const&, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > const&) [279]
                0.00    0.00  132753/238329      __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::base() const [243]
-----------------------------------------------
                0.00    0.00    4227/48920       std::vector<coords, std::allocator<coords> >::_M_check_len(unsigned long, char const*) const [330]
                0.00    0.00   44693/48920       std::vector<Pattern, std::allocator<Pattern> >::_M_check_len(unsigned long, char const*) const [177]
[280]    0.0    0.00    0.00   48920         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [280]
-----------------------------------------------
                0.00    0.00   48460/48460       void std::vector<Pattern, std::allocator<Pattern> >::_M_emplace_back_aux<Pattern const&>(Pattern const&) [24]
[281]    0.0    0.00    0.00   48460         std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_allocate(unsigned long) [281]
                0.00    0.00   33688/33688       std::allocator_traits<std::allocator<Pattern> >::allocate(std::allocator<Pattern>&, unsigned long) [286]
-----------------------------------------------
                0.00    0.00   46814/46814       __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> __gnu_cxx::__ops::__val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<__gnu_cxx::__ops::_Val_comp_iter>) [284]
[282]    0.0    0.00    0.00   46814         __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>::_Val_comp_iter({lambda(coords const&, coords const&)#1}) [282]
-----------------------------------------------
                0.00    0.00   40569/40569       std::allocator_traits<std::allocator<Pattern> >::allocate(std::allocator<Pattern>&, unsigned long) [286]
[283]    0.0    0.00    0.00   40569         __gnu_cxx::new_allocator<Pattern>::allocate(unsigned long, void const*) [283]
                0.00    0.00   42508/123330      __gnu_cxx::new_allocator<Pattern>::max_size() const [256]
-----------------------------------------------
                0.00    0.00    8924/40497       void std::__insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [98]
                0.00    0.00   31573/40497       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>) [109]
[284]    0.0    0.00    0.00   40497         __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> __gnu_cxx::__ops::__val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<__gnu_cxx::__ops::_Val_comp_iter>) [284]
                0.00    0.00   46814/46814       __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>::_Val_comp_iter({lambda(coords const&, coords const&)#1}) [282]
-----------------------------------------------
                0.00    0.00   36152/36152       std::_Vector_base<Pattern, std::allocator<Pattern> >::~_Vector_base() [180]
[285]    0.0    0.00    0.00   36152         std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_impl::~_Vector_impl() [285]
                0.00    0.00   30023/30046       std::allocator<Pattern>::~allocator() [287]
-----------------------------------------------
                0.00    0.00   33688/33688       std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_allocate(unsigned long) [281]
[286]    0.0    0.00    0.00   33688         std::allocator_traits<std::allocator<Pattern> >::allocate(std::allocator<Pattern>&, unsigned long) [286]
                0.00    0.00   40569/40569       __gnu_cxx::new_allocator<Pattern>::allocate(unsigned long, void const*) [283]
-----------------------------------------------
                0.00    0.00      23/30046       std::vector<Pattern, std::allocator<Pattern> >::_M_move_assign(std::vector<Pattern, std::allocator<Pattern> >&&, std::integral_constant<bool, true>) [122]
                0.00    0.00   30023/30046       std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_impl::~_Vector_impl() [285]
[287]    0.0    0.00    0.00   30046         std::allocator<Pattern>::~allocator() [287]
                0.00    0.00   26685/26685       __gnu_cxx::new_allocator<Pattern>::~new_allocator() [290]
-----------------------------------------------
                0.00    0.00      31/28691       __static_initialization_and_destruction_0(int, int) [2]
                0.00    0.00      67/28691       Game::playTerminal() [43]
                0.00    0.00     108/28691       Game::affectBreakable(unsigned long long*, int const&, int const&, Player*, int, SFMLCanvas*) [95]
                0.00    0.00   28485/28691       MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool) [3]
[288]    0.0    0.00    0.00   28691         Player::getBroke() const [288]
-----------------------------------------------
                0.00    0.00   12109/27772       std::__cxx11::list<Pattern, std::allocator<Pattern> >::end() const [300]
                0.00    0.00   15663/27772       std::__cxx11::list<Pattern, std::allocator<Pattern> >::begin() const [299]
[289]    0.0    0.00    0.00   27772         std::_List_const_iterator<Pattern>::_List_const_iterator(std::__detail::_List_node_base const*) [289]
-----------------------------------------------
                0.00    0.00   26685/26685       std::allocator<Pattern>::~allocator() [287]
[290]    0.0    0.00    0.00   26685         __gnu_cxx::new_allocator<Pattern>::~new_allocator() [290]
-----------------------------------------------
                0.00    0.00   24935/24935       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [163]
[291]    0.0    0.00    0.00   24935         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [291]
-----------------------------------------------
                0.00    0.00       2/23892       std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_List_base() [545]
                0.00    0.00   23890/23892       std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_List_base(std::allocator<std::_List_node<Pattern> > const&) [308]
[292]    0.0    0.00    0.00   23892         std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_init() [292]
                0.00    0.00   11935/11935       std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_set_size(unsigned long) [309]
-----------------------------------------------
                0.00    0.00   23606/23606       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [163]
[293]    0.0    0.00    0.00   23606         bool __gnu_cxx::__ops::_Iter_equals_val<char const>::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [293]
                0.00    0.00   21477/21477       __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [296]
-----------------------------------------------
                0.00    0.00      23/22547       void std::__do_alloc_on_move<std::allocator<Pattern> >(std::allocator<Pattern>&, std::allocator<Pattern>&, std::integral_constant<bool, true>) [509]
                0.00    0.00   11136/22547       std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_impl::_Vector_impl(std::allocator<Pattern>&&) [158]
                0.00    0.00   11388/22547       std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_base(std::_Vector_base<Pattern, std::allocator<Pattern> >&&) [94]
[294]    0.0    0.00    0.00   22547         std::remove_reference<std::allocator<Pattern>&>::type&& std::move<std::allocator<Pattern>&>(std::allocator<Pattern>&) [294]
-----------------------------------------------
                0.00    0.00      23/22136       MinMax::algo(unsigned long long*, Player, Player, bool) [105]
                0.00    0.00     645/22136       __static_initialization_and_destruction_0(int, int) [2]
